n,p,k,ec_aktual,kelembapan_udara,kelembapan_tanah,suhu,fase,usia_hst,target_ec,vpd
194.69,42.79,195.66,1.83,84.95,78.37,25.63,0,8,1.83,0.4949
138.91,76.53,222.52,1.955,93.11,39.6,27.29,1,85,2.07,0.2499
146.63,76.06,229.79,2.128,87.18,54.86,27.14,1,72,2.13,0.4608
215.13,56.26,188.04,1.604,89.14,78.19,24.2,0,38,1.78,0.328
171.76,70.92,259.4,1.76,81.01,56.8,24.97,1,65,1.99,0.6005
159.34,54.6,254.91,1.832,87.85,74.84,25.32,1,77,2.28,0.3923
126.01,63.78,263.66,2.051,82.9,41.87,28.54,1,99,1.82,0.667
247.93,54.15,159.26,1.721,84.58,33.52,28.36,0,32,1.52,0.5952
169.92,74.52,249.26,2.073,77.75,33.27,29.26,1,103,1.9,0.9047
189.17,45.25,170.04,1.692,85.33,83.48,25.34,0,42,1.74,0.4742
208.43,55.73,177.66,1.911,80.03,39.06,25.98,0,29,1.43,0.6705
203.05,59.27,205.75,1.663,74.06,77.57,25.23,0,36,1.66,0.833
194.99,62.13,195.67,1.568,89.66,47.37,25.37,0,29,1.73,0.3348
245.34,58.42,154.46,1.585,72.77,32.2,30.24,0,29,1.53,1.1714
172.81,66.94,269.82,2.196,83.43,43.25,27.34,1,69,1.82,0.6027
193.94,56.83,168.62,1.448,80.92,57.8,31.38,0,31,1.55,0.8759
204.65,52.13,180.51,1.749,84.5,35.87,27.37,0,26,1.4,0.5647
233.36,45.67,194.58,1.602,82.07,80.72,26.68,0,44,1.62,0.6274
194.6,62.06,179.77,1.5,84.15,79.49,27.45,0,39,1.66,0.5802
126.11,55.46,270.03,1.826,88.73,38.2,23.48,1,100,1.75,0.3259
228.99,54.86,181.8,1.778,89.11,70.54,24.51,0,44,1.85,0.335
225.78,64.75,151.45,1.497,94.33,55.34,24.26,0,7,1.86,0.1718
229.45,64.63,170.9,1.607,86.18,84.02,24.99,0,39,1.82,0.4375
229.47,54.66,178.68,1.483,83.91,33.05,26.56,0,44,1.48,0.559
247.54,40.85,188.68,1.836,82.22,55.91,23.05,0,30,1.64,0.501
156.13,61.0,241.85,2.012,85.15,45.7,27.26,1,113,1.97,0.5376
171.31,62.36,223.91,1.838,89.79,69.95,23.38,1,62,2.2,0.2935
181.53,47.21,205.93,1.549,82.42,36.11,26.8,0,44,1.48,0.6195
142.7,74.49,241.5,2.167,82.54,64.55,30.76,1,140,2.01,0.7738
179.63,56.55,252.61,1.883,81.16,82.14,27.64,1,75,2.01,0.6973
159.78,74.93,263.0,1.957,85.15,54.96,28.56,1,108,1.7,0.5799
187.06,52.89,202.95,1.742,89.7,54.98,24.85,0,24,1.79,0.3234
239.2,46.38,158.61,1.641,84.82,57.26,30.19,0,32,1.63,0.6511
225.26,63.72,189.33,1.454,80.76,52.86,30.37,0,39,1.56,0.8339
169.28,73.25,257.06,2.027,73.41,54.61,32.1,1,63,1.76,1.2715
151.17,56.57,241.16,1.982,79.13,55.48,28.12,1,66,2.06,0.7944
240.34,49.6,164.01,1.606,84.77,84.89,28.56,0,22,1.65,0.5947
226.28,58.03,183.83,1.714,93.92,36.4,28.69,0,39,1.67,0.2392
155.41,68.49,269.96,2.029,84.55,45.69,23.61,1,62,1.86,0.4503
157.76,70.77,285.46,1.989,83.46,41.59,29.24,1,126,1.67,0.6718
140.58,69.73,261.46,1.983,78.17,59.93,29.5,1,134,1.61,0.9
145.72,59.48,223.67,2.129,73.66,30.15,32.19,1,99,1.75,1.2659
203.0,43.62,200.43,1.514,79.07,80.66,27.83,0,44,1.62,0.7833
170.36,73.09,243.54,1.74,70.63,59.21,29.4,1,69,1.76,1.2039
165.77,65.31,293.16,1.973,90.32,79.28,26.61,1,60,1.94,0.3373
197.64,64.98,192.9,1.645,74.92,48.97,23.81,0,33,1.64,0.7399
187.07,42.36,176.33,1.55,83.95,38.25,24.7,0,8,1.7,0.4994
121.6,78.4,224.54,1.937,76.35,40.58,28.07,1,59,2.02,0.8976
181.84,46.79,168.75,1.556,80.55,55.89,25.03,0,21,1.62,0.6172
133.46,57.06,272.72,1.997,88.14,32.21,29.16,1,137,1.8,0.4795
167.96,57.88,239.97,1.844,84.09,73.0,27.13,1,134,2.0,0.5716
174.28,79.44,262.68,2.079,76.86,73.49,28.68,1,137,1.72,0.9099
189.26,40.22,199.72,1.281,80.78,68.61,26.41,0,7,1.61,0.6619
243.16,56.3,188.79,1.665,81.13,79.3,25.04,0,11,1.58,0.5992
162.36,69.49,227.48,2.038,81.47,60.22,28.68,1,125,1.97,0.7286
244.69,52.94,167.1,1.66,84.19,56.36,26.86,0,21,1.68,0.5591
174.78,60.07,223.81,1.769,89.82,59.1,30.17,1,85,2.18,0.4362
123.43,64.28,225.6,2.035,72.51,40.01,28.23,1,107,1.94,1.0531
201.58,48.6,150.29,1.535,80.23,58.18,30.11,0,12,1.66,0.8442
214.08,45.75,152.44,1.792,83.21,59.8,25.23,0,29,1.6,0.5392
222.51,47.75,196.07,1.643,88.56,72.05,26.31,0,11,1.8,0.3917
244.85,50.99,155.02,1.459,83.6,49.14,28.52,0,28,1.6,0.6389
138.5,52.37,266.07,1.797,80.78,35.07,32.97,1,71,1.66,0.9652
171.23,66.55,253.8,1.926,85.38,62.86,26.49,1,72,1.95,0.5059
147.17,65.13,265.1,2.097,77.74,73.34,27.89,1,75,1.75,0.836
179.9,51.72,220.46,2.138,88.67,83.33,27.65,1,98,2.22,0.4196
240.39,51.17,205.59,1.622,88.61,34.96,25.42,0,29,1.75,0.3699
126.57,61.46,262.59,2.01,87.08,71.05,27.77,1,48,1.88,0.4819
138.11,54.02,256.13,1.96,87.62,62.77,29.11,1,119,2.33,0.4991
121.53,64.34,295.33,1.997,87.32,30.84,24.74,1,141,1.79,0.3955
166.94,68.27,278.43,2.146,87.2,69.5,30.78,1,114,1.7,0.5679
181.9,58.25,179.21,1.558,83.83,31.44,28.39,0,10,1.45,0.6252
164.94,66.39,294.89,2.079,83.22,73.19,25.77,1,71,1.69,0.5564
236.94,49.16,167.1,1.537,82.86,69.67,27.34,0,34,1.56,0.6234
186.57,42.64,194.75,1.722,84.37,67.84,25.57,0,33,1.71,0.5122
249.97,64.69,196.44,1.669,81.71,36.6,25.77,0,29,1.41,0.6065
177.07,62.58,296.42,2.117,84.9,80.55,34.18,1,122,1.58,0.8113
144.87,77.72,263.43,2.226,82.26,79.44,29.7,1,139,1.67,0.7399
178.2,56.08,273.78,1.69,85.9,79.51,24.52,1,56,1.92,0.434
157.61,62.4,236.98,2.09,85.16,49.82,26.98,1,75,2.07,0.5285
144.95,71.97,231.23,2.056,95.0,57.07,28.38,1,66,2.21,0.1932
168.17,71.16,226.35,2.054,75.69,36.32,29.06,1,49,1.88,0.9772
214.22,56.9,177.7,1.629,77.01,32.81,29.18,0,35,1.5,0.9305
210.99,55.97,165.42,1.629,77.98,33.23,25.13,0,12,1.54,0.703
195.12,61.13,187.32,1.64,80.39,61.28,28.83,0,43,1.54,0.7778
143.43,59.67,296.41,2.109,85.26,47.68,26.07,1,76,1.95,0.4975
128.16,54.49,278.67,2.099,79.01,61.88,29.07,1,51,1.61,0.8442
200.21,60.73,156.33,1.597,82.91,62.6,24.32,0,33,1.59,0.5198
194.94,63.45,185.53,1.578,79.75,79.89,31.62,0,41,1.6,0.9424
160.55,70.65,268.92,2.002,78.2,78.53,29.76,1,87,1.63,0.9123
226.97,61.96,195.48,1.55,85.26,69.52,26.44,0,12,1.6,0.5085
173.77,53.48,270.67,2.214,86.01,75.02,30.07,1,72,1.68,0.596
144.65,77.34,274.48,1.848,84.62,30.17,29.18,1,134,1.61,0.6225
182.58,47.88,164.14,1.69,87.28,30.85,27.36,0,13,1.71,0.4632
207.56,42.73,164.14,1.689,90.37,55.22,25.07,0,13,1.82,0.3063
170.44,72.09,250.66,1.936,84.25,65.95,27.41,1,110,1.97,0.5752
150.67,79.8,268.2,2.036,80.91,73.67,28.66,1,59,1.71,0.7498
222.15,41.31,196.93,1.752,79.75,54.6,26.54,0,7,1.66,0.7027
144.82,62.43,279.48,1.96,79.3,81.71,29.16,1,96,1.74,0.8369
207.77,62.62,166.03,1.757,81.15,74.82,26.37,0,35,1.62,0.6476
185.2,59.1,200.84,1.734,89.24,35.65,24.35,0,44,1.65,0.3279
146.08,56.99,294.63,1.915,84.56,54.21,27.42,1,126,1.57,0.5642
132.57,57.23,289.59,1.867,81.02,84.72,33.29,1,107,1.6,0.9704
193.0,62.19,170.79,1.62,77.4,52.55,26.99,0,29,1.63,0.8053
155.31,53.34,235.47,1.851,87.21,51.24,30.5,1,86,1.96,0.5584
171.87,55.33,278.57,1.651,80.46,46.17,27.67,1,77,1.64,0.7245
208.45,42.59,177.59,1.541,77.28,56.76,27.46,0,22,1.57,0.8322
212.44,60.23,183.21,1.861,78.85,70.14,29.39,0,12,1.59,0.8665
147.61,67.33,289.51,1.946,95.0,32.61,27.24,1,86,1.8,0.1808
205.85,54.52,165.0,1.646,82.48,75.96,25.64,0,30,1.56,0.5765
218.34,58.15,189.85,1.684,84.37,80.47,23.9,0,33,1.85,0.4636
201.24,61.01,197.44,1.595,83.46,72.96,25.64,0,31,1.59,0.5443
151.14,69.75,247.7,1.96,79.54,80.36,30.24,1,144,1.99,0.8802
169.12,75.45,261.65,2.147,76.38,35.22,30.23,1,103,1.55,1.0155
122.11,61.97,254.73,2.005,81.66,54.76,29.51,1,49,2.1,0.7566
230.61,40.4,153.54,1.589,92.26,33.91,22.91,0,9,1.69,0.2163
159.81,71.2,280.7,2.096,83.33,76.03,28.6,1,48,1.73,0.6525
127.84,51.75,268.4,1.876,75.15,82.39,29.77,1,111,1.71,1.0406
134.16,60.53,297.58,1.848,83.0,46.38,25.31,1,81,1.76,0.5485
152.13,71.89,279.05,1.805,80.73,59.45,26.69,1,68,1.66,0.6746
226.9,58.95,157.61,1.668,82.65,46.37,27.91,0,8,1.63,0.6524
137.24,51.6,279.48,1.98,85.98,50.84,31.3,1,80,1.68,0.6407
207.02,53.89,203.91,1.699,80.8,56.21,28.84,0,12,1.61,0.762
223.74,42.78,170.43,1.606,85.85,73.49,23.57,0,19,1.78,0.4114
182.02,59.41,208.94,1.435,93.74,38.08,25.16,0,41,1.8,0.2002
210.59,58.95,207.56,1.557,89.83,38.64,24.5,0,19,1.69,0.3127
221.92,47.69,197.12,1.708,89.68,41.1,22.99,0,18,1.72,0.2898
170.77,55.71,277.74,1.969,88.9,32.92,31.55,1,115,1.59,0.5145
241.39,45.49,174.63,1.742,82.85,65.39,30.11,0,26,1.61,0.7323
161.92,77.76,238.22,1.946,73.57,40.44,26.67,1,125,2.01,0.9242
215.5,58.68,207.26,1.686,87.64,54.06,26.69,0,40,1.74,0.4327
183.95,55.23,171.97,1.386,73.68,67.71,28.73,0,25,1.54,1.038
141.1,63.21,243.43,1.973,84.04,54.69,28.58,1,98,2.09,0.624
234.24,44.3,159.16,1.554,74.18,79.83,27.5,0,35,1.59,0.9479
188.63,41.26,192.62,1.432,81.93,72.3,25.82,0,25,1.59,0.601
169.17,62.0,245.7,2.133,81.66,45.02,26.68,1,117,2.1,0.6417
246.08,44.68,161.96,1.523,78.83,37.17,27.57,0,8,1.54,0.7804
237.67,42.51,198.83,1.511,82.95,79.19,25.34,0,7,1.6,0.5511
234.73,53.9,179.32,1.756,88.95,51.83,26.35,0,20,1.81,0.3792
175.25,75.99,257.12,2.019,77.52,51.04,29.35,1,58,2.1,0.9189
162.24,73.29,247.45,2.094,89.94,74.55,22.54,1,115,2.17,0.2749
158.21,78.32,288.32,1.796,76.5,30.51,29.08,1,144,1.64,0.9457
151.89,62.59,283.3,1.904,83.77,54.81,25.31,1,106,1.73,0.5237
211.1,56.21,180.87,1.85,81.83,69.29,30.32,0,36,1.6,0.7852
201.78,46.52,196.54,1.702,76.57,76.68,28.83,0,31,1.57,0.9293
149.14,71.98,293.09,1.871,76.6,78.69,27.04,1,88,1.72,0.8362
212.49,62.94,165.67,1.627,86.07,55.61,26.55,0,44,1.8,0.4837
184.22,47.9,201.09,1.481,88.69,76.62,27.14,0,7,1.84,0.4066
199.25,40.43,156.34,1.767,81.45,31.97,28.5,0,37,1.42,0.7219
196.0,62.48,156.84,1.328,78.55,46.8,29.62,0,41,1.76,0.8905
122.19,66.34,262.18,2.033,78.2,30.58,33.42,1,123,1.63,1.1227
225.32,41.27,164.67,1.631,86.3,39.1,23.87,0,40,1.72,0.4056
219.23,40.12,192.49,1.466,82.51,69.86,29.12,0,23,1.7,0.7055
215.47,60.41,150.54,1.567,71.51,30.24,25.95,0,15,1.47,0.9548
179.39,66.87,274.89,2.045,77.1,58.77,27.84,1,139,1.67,0.8576
232.84,62.86,186.56,1.387,81.68,52.77,23.99,0,14,1.58,0.5463
218.81,45.42,160.94,1.446,85.4,36.76,25.39,0,25,1.81,0.4733
123.14,60.32,281.76,1.981,82.63,67.71,28.67,1,69,1.7,0.6826
158.12,71.49,221.02,1.9,83.27,68.12,30.46,1,100,2.14,0.7288
249.67,46.52,169.83,1.544,84.98,69.95,26.46,0,12,1.57,0.5188
226.86,64.33,198.14,1.598,77.25,72.09,26.38,0,9,1.47,0.7821
245.28,45.78,199.13,1.491,89.83,47.32,27.68,0,37,1.72,0.3773
208.31,43.33,186.87,1.597,88.28,84.68,28.42,0,37,1.83,0.454
240.17,61.43,167.58,1.636,75.66,34.01,28.39,0,18,1.53,0.9411
243.64,42.95,177.7,1.693,83.38,65.62,28.65,0,14,1.62,0.6524
243.29,42.44,192.14,1.451,81.81,83.39,25.24,0,32,1.55,0.5845
238.16,48.09,154.16,1.525,84.88,42.34,25.9,0,32,1.54,0.5053
169.06,72.25,289.18,2.071,87.26,45.3,28.34,1,127,1.83,0.4912
126.56,66.24,268.83,1.822,90.84,61.68,30.34,1,141,1.88,0.3963
144.92,52.58,298.62,2.013,85.81,72.97,28.28,1,57,1.72,0.5452
233.71,53.52,187.48,1.603,84.41,48.09,27.3,0,19,1.66,0.5657
196.3,49.84,155.78,1.29,80.54,76.02,28.07,0,15,1.65,0.7386
171.68,74.07,267.83,1.941,86.48,43.26,24.37,1,111,1.91,0.4125
219.58,61.17,156.03,1.64,89.16,78.09,27.93,0,9,1.93,0.4081
222.27,58.1,201.69,1.575,83.85,43.91,26.03,0,29,1.6,0.5438
157.07,69.66,229.43,1.943,77.39,63.96,28.53,1,66,1.89,0.8814
130.43,57.97,261.37,2.019,73.39,49.68,28.9,1,115,1.63,1.0598
124.5,52.32,288.55,2.119,83.21,47.7,29.84,1,51,1.71,0.7059
220.73,53.24,187.47,1.665,82.45,49.47,29.21,0,15,1.53,0.7116
238.35,55.8,200.79,1.509,78.0,57.46,29.19,0,43,1.67,0.891
141.67,53.34,249.86,1.825,87.79,76.48,27.6,1,52,2.21,0.4509
194.69,41.33,165.94,1.662,81.02,71.76,27.08,0,15,1.67,0.6799
125.56,56.5,299.98,1.859,79.62,54.71,30.23,1,139,1.71,0.8762
153.62,64.27,276.87,1.937,83.05,45.52,27.08,1,118,1.58,0.6072
121.62,51.51,291.04,2.024,78.42,76.99,30.36,1,52,1.78,0.9347
212.71,53.87,158.4,1.738,85.39,77.86,25.88,0,17,1.8,0.4876
206.37,58.87,190.7,1.754,88.68,54.95,27.31,0,35,1.8,0.411
161.71,79.97,249.52,2.007,74.91,68.27,29.86,1,72,2.02,1.0561
168.62,61.57,220.96,1.939,85.73,50.31,26.9,1,144,1.99,0.5058
136.75,60.44,250.16,1.856,81.45,38.2,29.9,1,83,1.93,0.7826
211.88,62.42,177.95,1.835,84.32,47.68,26.61,0,44,1.61,0.5464
217.68,52.99,159.98,1.565,84.32,67.51,30.6,0,25,1.6,0.6886
134.48,62.96,220.35,2.081,81.05,72.32,29.66,1,85,1.93,0.7885
179.55,52.34,241.64,2.024,83.17,76.84,29.7,1,145,2.0,0.7019
121.24,78.66,289.3,1.941,83.14,30.97,31.05,1,122,1.59,0.7596
241.86,61.88,189.13,1.535,79.08,56.75,28.77,0,42,1.63,0.8269
166.8,73.14,225.19,1.834,82.37,45.07,29.58,1,95,2.04,0.7302
131.65,66.16,239.98,2.135,82.83,67.62,26.02,1,120,1.99,0.5778
161.9,51.84,286.2,1.986,76.34,43.49,33.89,1,77,1.48,1.2508
189.33,59.32,184.66,1.772,84.12,61.15,24.19,0,21,1.86,0.4793
220.58,54.52,157.7,1.546,85.42,69.16,27.15,0,30,1.64,0.5244
148.45,72.27,220.05,1.964,81.4,72.35,29.45,1,111,1.97,0.7647
235.92,55.9,151.09,1.464,86.58,44.82,25.44,0,22,1.72,0.4364
218.02,58.33,198.26,1.563,82.66,34.83,27.5,0,28,1.59,0.6366
133.09,57.16,246.9,1.851,73.99,42.03,28.33,1,50,2.04,1.0022
248.06,42.25,157.03,1.648,80.92,62.95,29.71,0,39,1.65,0.7962
158.99,68.25,289.95,2.013,83.58,32.22,26.93,1,83,1.54,0.583
207.64,45.8,207.79,1.777,87.69,38.74,23.36,0,13,1.74,0.3534
154.02,60.97,281.46,1.825,83.51,84.75,23.36,1,136,1.85,0.4735
144.98,79.61,223.91,2.146,72.44,51.03,32.32,1,107,1.85,1.3343
198.69,48.78,207.81,1.483,88.18,57.31,24.93,0,18,1.79,0.3729
236.96,40.44,158.41,1.641,80.9,30.61,28.03,0,39,1.43,0.7232
248.63,52.08,194.01,1.463,85.25,62.55,25.67,0,40,1.81,0.4862
234.17,64.92,189.4,1.624,81.41,47.89,27.42,0,27,1.63,0.6793
165.52,59.79,266.29,1.699,80.22,59.16,30.28,1,95,1.73,0.8529
140.26,72.86,233.18,1.92,76.29,58.94,32.18,1,67,2.0,1.1389
217.78,42.53,174.11,1.613,79.81,83.21,25.39,0,36,1.5,0.6546
212.4,44.33,187.47,1.811,86.0,44.75,26.52,0,9,1.87,0.4853
215.2,58.1,173.89,1.345,80.8,61.37,26.31,0,19,1.63,0.6573
125.66,57.29,286.07,2.0,80.66,50.99,30.74,1,147,1.7,0.8561
243.26,59.13,193.78,1.538,87.78,53.21,24.19,0,25,1.86,0.3688
159.5,56.76,242.23,1.77,76.79,33.06,30.87,1,81,1.83,1.035
143.12,64.28,269.12,1.865,73.63,67.86,30.94,1,98,1.68,1.1807
172.29,51.5,249.01,1.943,91.84,40.74,30.88,1,127,2.25,0.3641
199.91,55.19,169.24,1.656,80.43,55.77,27.15,0,32,1.71,0.7039
137.72,66.8,275.4,2.011,85.3,53.88,28.13,1,148,1.68,0.5599
237.83,50.75,193.75,1.443,95.0,55.75,23.05,0,33,1.71,0.1409
249.89,41.3,199.14,1.38,88.09,50.66,25.96,0,18,1.84,0.3994
167.98,74.13,234.35,2.05,77.19,43.33,32.01,1,131,2.07,1.0852
158.62,68.42,233.93,1.977,81.54,54.68,28.47,1,134,1.91,0.7171
234.63,40.37,165.11,1.793,78.25,32.54,27.87,0,22,1.49,0.8159
185.16,46.01,156.1,1.558,85.29,43.33,29.57,0,9,1.66,0.6089
217.8,47.9,195.71,1.737,85.41,73.17,27.7,0,40,1.67,0.5419
199.43,59.15,155.92,1.665,82.36,76.36,25.08,0,30,1.52,0.5615
244.05,48.08,208.93,1.699,78.23,69.34,26.73,0,29,1.59,0.764
211.59,45.98,202.51,1.652,76.62,64.79,26.97,0,36,1.57,0.8321
242.89,56.21,182.01,1.655,90.27,74.62,24.62,0,27,1.75,0.3013
141.81,79.73,242.9,1.725,81.77,37.03,29.26,1,85,1.91,0.7413
125.68,76.09,248.48,1.972,83.59,58.89,27.76,1,69,2.02,0.6117
147.21,68.25,277.14,1.92,76.75,36.4,29.59,1,128,1.69,0.9635
194.09,48.89,195.38,1.752,80.08,72.78,22.34,0,18,1.48,0.5377
144.45,64.12,280.77,1.88,85.27,58.63,30.05,1,91,1.73,0.6268
143.44,73.65,271.23,1.966,80.46,74.55,30.28,1,68,1.66,0.8425
169.22,69.4,248.89,2.096,85.8,73.95,29.15,1,129,1.94,0.5738
121.78,50.86,254.58,2.036,82.9,55.64,25.19,1,129,1.99,0.5479
137.74,78.46,276.29,2.02,82.73,57.33,26.2,1,52,1.71,0.5874
228.93,54.65,180.64,1.733,84.96,31.55,29.01,0,26,1.47,0.6028
208.49,44.09,161.31,1.631,85.87,58.79,28.1,0,41,1.59,0.5372
144.74,71.94,294.65,1.935,84.97,67.26,29.47,1,88,1.7,0.6186
173.33,62.36,277.42,1.844,77.05,42.85,32.19,1,117,1.72,1.103
131.94,56.21,299.14,2.058,83.49,84.26,30.1,1,147,1.76,0.7046
180.79,48.76,153.37,1.508,88.58,83.62,27.19,0,32,1.79,0.4117
222.89,61.94,171.96,1.571,80.89,45.56,28.99,0,13,1.6,0.765
244.39,57.69,162.35,1.729,82.49,69.21,24.94,0,44,1.6,0.5527
133.37,66.52,238.4,1.973,88.68,31.65,28.37,1,76,2.19,0.4372
123.56,70.51,246.7,1.947,80.17,66.62,26.73,1,146,2.02,0.6959
231.01,42.64,198.37,1.566,90.59,64.32,22.29,0,27,1.82,0.2532
184.95,63.95,187.01,1.57,83.11,75.22,26.78,0,12,1.6,0.5945
181.58,62.73,185.5,1.481,77.84,46.74,22.73,0,43,1.6,0.6125
150.6,70.9,252.16,2.201,85.05,78.29,31.22,1,116,1.9,0.6801
147.34,79.65,242.92,1.934,72.06,77.19,24.06,1,145,1.98,0.8367
155.05,70.67,233.56,2.094,70.76,66.83,29.79,1,90,1.83,1.2258
238.56,57.09,191.07,1.478,83.27,55.98,29.85,0,15,1.6,0.7038
125.43,64.32,251.62,2.066,84.5,64.01,28.48,1,109,1.99,0.6025
203.25,53.46,201.7,1.62,78.32,70.15,28.88,0,9,1.67,0.8624
175.61,66.27,290.62,2.003,81.28,83.64,29.96,1,124,1.72,0.7925
247.59,53.4,181.82,1.621,74.08,36.7,23.07,0,38,1.44,0.7313
195.15,46.09,185.09,1.65,82.31,47.22,31.92,0,12,1.52,0.8373
161.88,58.73,277.71,1.973,84.29,72.94,27.18,1,107,1.75,0.5661
120.87,56.62,232.42,1.979,80.22,52.5,30.06,1,106,1.96,0.8422
189.66,61.93,175.66,1.669,86.29,66.99,23.69,0,8,1.81,0.4015
156.35,65.71,252.48,1.863,87.55,37.32,24.9,1,99,2.14,0.392
180.94,62.33,157.68,1.444,83.73,69.0,26.25,0,38,1.61,0.555
202.73,49.75,161.42,1.621,74.09,67.07,26.71,0,13,1.68,0.9082
185.18,61.09,150.03,1.359,95.0,62.22,25.9,0,27,1.79,0.1671
236.26,52.81,202.17,1.398,88.51,72.09,27.77,0,23,1.82,0.4285
249.81,61.56,195.9,1.817,77.92,78.41,25.72,0,26,1.58,0.73
184.29,56.57,163.12,1.786,85.41,75.61,22.63,0,7,1.79,0.4008
210.29,52.72,150.14,1.532,82.74,37.02,26.2,0,38,1.54,0.5871
160.32,59.31,254.24,2.12,87.02,70.94,28.74,1,66,2.05,0.5122
189.38,64.22,174.75,1.724,72.22,54.74,27.21,0,26,1.52,1.0027
132.33,64.0,244.87,2.057,78.38,48.36,29.58,1,67,1.96,0.8955
207.56,49.53,174.17,1.591,74.55,78.38,26.83,0,12,1.61,0.8984
126.51,77.43,275.98,2.075,81.33,60.78,27.5,1,121,1.73,0.6854
207.71,59.49,155.75,1.696,83.0,57.57,24.6,0,16,1.54,0.5258
214.74,64.75,171.95,1.677,82.14,73.15,28.62,0,31,1.57,0.6999
197.19,46.97,206.04,1.414,81.41,60.43,25.63,0,30,1.63,0.6114
180.01,62.9,150.7,1.844,76.74,77.19,30.01,0,37,1.64,0.9875
242.95,43.13,173.45,1.888,87.41,35.66,25.77,0,35,1.72,0.4175
123.15,74.66,223.52,1.771,85.63,72.69,26.83,1,146,1.99,0.5073
177.54,71.03,260.58,2.061,86.23,39.01,26.69,1,149,1.75,0.4821
130.08,56.38,288.09,2.245,79.09,42.39,30.58,1,61,1.68,0.9172
160.11,63.36,220.36,2.12,79.15,39.87,28.33,1,95,1.95,0.8034
249.96,56.09,206.23,1.722,83.92,43.11,25.54,0,9,1.65,0.526
189.69,54.84,200.95,1.427,86.24,70.25,26.41,0,10,1.76,0.4739
209.68,62.97,173.91,1.695,70.35,66.04,29.18,0,27,1.48,1.2001
234.63,59.16,209.4,1.629,89.1,42.64,22.63,0,12,1.76,0.2994
182.25,53.51,194.1,1.694,85.15,44.86,26.55,0,8,1.61,0.5156
228.28,63.19,171.34,1.476,82.84,35.46,27.75,0,43,1.45,0.6393
185.63,54.82,155.62,1.471,82.56,52.79,26.89,0,26,1.68,0.6178
196.56,61.24,190.02,1.583,68.46,50.82,29.12,0,39,1.44,1.2722
120.66,58.21,278.81,1.954,75.77,38.02,32.81,1,143,1.41,1.2059
169.07,72.76,234.18,1.981,90.18,75.9,29.19,1,130,2.18,0.3977
192.63,41.69,182.98,1.542,82.65,76.89,27.68,0,8,1.71,0.6437
128.45,75.17,263.71,1.976,79.58,36.0,29.31,1,90,1.63,0.8327
140.86,73.06,248.63,1.92,82.69,44.65,27.66,1,127,2.1,0.6415
204.23,52.26,168.11,1.594,84.49,70.48,27.53,0,18,1.61,0.5704
208.4,51.5,204.2,1.429,88.12,77.85,25.19,0,22,1.81,0.3806
188.33,60.94,157.04,1.662,83.61,33.94,25.28,0,23,1.54,0.5279
125.24,61.02,263.94,2.031,85.78,79.63,26.49,1,139,1.91,0.492
166.89,78.93,256.7,1.849,88.27,33.39,30.68,1,133,1.91,0.5175
205.5,45.02,173.45,1.759,94.48,64.86,20.06,0,32,1.82,0.1296
192.01,46.29,155.01,1.501,94.64,31.21,27.29,0,7,1.74,0.1944
169.86,76.55,272.49,2.143,77.84,81.05,29.31,1,73,1.66,0.9037
234.5,42.92,172.55,1.64,95.0,49.45,23.14,0,37,1.8,0.1417
201.87,44.7,192.32,1.72,79.14,65.68,27.12,0,26,1.57,0.749
148.76,52.68,299.48,2.021,82.23,40.15,30.04,1,123,1.73,0.7557
154.14,76.38,265.38,2.068,83.39,47.67,30.86,1,120,1.7,0.7403
156.11,67.89,247.86,2.119,77.68,71.1,30.29,1,132,1.97,0.9629
178.07,64.11,282.31,2.229,82.91,83.51,27.82,1,121,1.77,0.6393
133.38,77.4,231.37,2.129,88.56,84.56,26.1,1,103,2.26,0.3868
201.43,48.69,193.7,1.654,78.86,74.53,27.87,0,9,1.66,0.793
123.43,53.99,261.96,1.838,90.72,76.6,27.92,1,113,1.97,0.3491
202.14,63.41,164.53,1.31,78.31,83.32,24.75,0,25,1.63,0.6769
152.94,69.1,299.28,1.984,93.77,32.22,26.03,1,85,1.83,0.2098
244.46,54.51,185.87,1.514,89.35,39.36,25.73,0,11,1.69,0.3523
141.87,58.4,257.84,1.919,83.28,32.9,26.41,1,52,1.97,0.5758
234.4,59.7,180.63,1.59,79.53,57.56,28.84,0,12,1.61,0.8124
207.69,63.79,166.78,1.68,82.51,82.72,24.95,0,42,1.57,0.5524
236.79,48.9,173.09,1.525,84.51,62.03,24.79,0,43,1.82,0.4846
215.94,50.95,163.13,1.707,84.13,60.55,25.69,0,19,1.58,0.5238
120.45,67.44,281.71,2.004,88.95,75.47,27.59,1,57,1.95,0.4078
135.15,73.68,231.09,2.005,90.3,81.09,30.05,1,101,2.24,0.4128
185.79,62.27,203.55,1.825,83.66,68.42,27.6,0,36,1.64,0.6034
221.84,56.68,161.51,1.621,81.83,79.25,23.82,0,43,1.53,0.5363
241.44,61.42,167.27,1.594,82.26,39.64,25.02,0,34,1.41,0.5626
185.58,42.13,201.18,1.663,82.94,57.69,26.27,0,16,1.61,0.5827
218.77,49.43,170.36,1.816,75.08,50.05,30.3,0,34,1.61,1.0757
151.07,52.66,296.71,1.994,76.13,48.29,28.31,1,124,1.77,0.9187
249.04,44.44,166.14,1.653,92.18,41.78,28.67,0,15,1.77,0.3073
