jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,irrigation_action
3,69.2,25.8,23.6,81.2,73.0,82.6,112.6,2.64,0
4,67.7,25.5,25.4,77.4,70.3,83.2,115.8,2.53,0
5,66.5,25.7,24.9,77.0,66.8,86.4,115.2,2.32,0
6,77.5,25.7,24.7,78.9,69.5,88.8,111.4,2.16,1
7,75.8,25.0,26.7,77.3,68.3,91.9,116.6,2.09,0
8,73.7,24.8,27.6,72.3,65.7,92.6,116.1,2.04,0
9,71.8,25.3,28.6,71.6,64.8,93.0,115.4,2.03,0
10,69.6,26.2,30.4,66.7,65.2,92.6,117.7,1.99,0
11,67.2,26.5,31.7,67.9,64.8,91.6,114.0,2.05,0
12,76.6,27.5,31.6,61.8,66.0,86.1,115.3,2.19,1
13,74.8,28.5,31.0,64.4,66.6,85.6,112.0,2.13,0
14,72.7,29.1,32.2,64.7,67.4,84.5,108.3,2.17,0
15,82.5,28.5,31.4,65.1,66.6,87.4,106.1,2.17,1
16,82.4,28.9,30.3,65.5,68.5,88.5,108.3,2.14,0
17,80.0,29.5,30.1,66.4,65.1,89.0,107.5,2.32,0
18,80.1,28.6,29.8,63.4,64.2,90.9,105.0,2.28,0
19,79.5,28.6,29.3,66.9,65.8,93.2,109.0,2.41,0
20,78.7,28.5,28.9,73.0,64.7,93.6,105.2,2.46,0
21,78.0,28.5,27.4,74.1,64.8,92.2,108.4,2.54,0
22,75.9,27.4,27.1,76.9,66.1,92.3,106.0,2.57,0
23,75.2,27.5,25.7,76.1,63.8,93.3,107.6,2.73,0
0,74.1,26.8,25.8,80.4,65.3,94.1,103.2,2.84,0
1,73.4,26.6,25.1,78.2,59.3,96.8,103.2,2.95,0
2,71.7,26.0,24.8,81.2,60.4,98.0,101.5,2.99,0
3,70.6,25.8,25.2,79.0,62.0,96.4,99.7,2.98,0
4,70.2,24.9,23.8,79.0,62.1,92.8,102.1,2.96,0
5,69.6,24.8,23.0,81.1,63.5,93.9,99.6,2.89,0
6,80.5,24.6,24.9,75.5,64.9,91.1,101.2,2.95,1
7,78.4,25.0,26.6,78.7,66.2,88.3,100.7,2.92,0
8,75.4,25.2,27.3,76.7,66.5,85.2,104.0,2.87,0
9,73.4,25.6,28.9,70.6,67.9,85.3,103.2,2.91,0
10,71.0,26.2,28.6,70.5,65.5,84.1,103.4,2.81,0
11,70.3,26.0,30.4,64.9,63.8,87.7,105.1,2.57,0
12,81.7,27.5,32.2,64.0,63.8,85.9,107.8,2.45,1
13,79.4,27.8,32.6,64.4,64.6,85.2,110.5,2.54,0
14,77.1,27.9,31.3,63.2,60.9,84.6,108.1,2.37,0
15,87.3,28.6,31.9,66.0,62.2,85.7,108.1,2.32,1
16,85.5,29.3,30.7,67.1,62.4,84.6,112.2,2.13,0
17,82.0,28.4,29.8,67.8,59.8,83.5,109.8,2.17,0
18,82.1,29.4,30.1,67.1,61.5,83.8,108.0,2.23,0
19,81.4,28.1,29.4,66.8,64.1,84.6,108.9,2.23,0
20,81.6,28.3,28.7,71.9,64.9,84.4,110.4,2.17,0
21,80.6,28.1,28.2,72.2,64.0,87.2,110.2,2.32,0
22,80.0,27.3,28.1,71.6,63.0,88.3,113.5,2.15,0
23,79.0,26.8,26.8,73.8,61.3,90.3,114.7,2.0,0
0,78.7,27.0,25.0,76.8,59.9,88.5,115.3,1.96,0
1,78.5,26.2,25.5,81.2,57.3,87.2,115.6,1.89,0
2,77.9,25.7,23.2,80.0,57.8,85.3,117.1,1.91,0
3,76.6,25.6,24.2,78.2,60.9,85.0,120.1,1.88,0
4,75.1,25.4,24.8,78.1,61.0,87.6,116.4,1.73,0
5,72.7,25.4,24.8,77.7,62.2,89.3,111.4,1.92,0
6,83.1,24.8,25.6,76.3,64.7,90.0,110.7,2.01,1
7,82.3,25.4,27.5,76.3,64.2,87.6,111.8,2.04,0
8,80.4,25.0,26.7,75.4,65.0,86.7,111.1,1.93,0
9,78.8,24.8,29.3,75.5,67.3,82.4,110.5,2.0,0
10,77.3,25.6,29.9,71.2,70.3,81.4,110.3,2.2,0
11,74.5,26.8,32.0,65.0,67.9,82.8,105.8,2.3,0
12,83.9,27.4,31.9,66.2,70.0,78.5,107.0,2.38,1
13,81.4,27.1,32.6,64.2,69.4,79.6,108.7,2.65,0
14,80.6,28.0,33.2,67.3,71.6,79.6,115.2,2.61,0
15,91.0,28.9,32.2,65.6,69.5,80.3,114.9,2.5,1
16,89.2,29.2,31.1,64.6,69.2,81.8,114.5,2.45,0
17,87.1,28.4,30.4,68.4,70.7,79.9,113.1,2.34,0
18,86.2,29.0,29.4,66.6,70.2,76.7,107.1,2.33,0
19,85.6,28.6,30.1,68.4,69.7,77.1,106.9,2.37,0
20,84.4,28.3,29.5,70.6,67.0,76.9,111.4,2.43,0
21,83.5,28.0,27.4,72.4,63.8,83.9,106.4,2.53,0
22,83.3,27.7,25.3,70.7,60.9,87.6,109.2,2.52,0
23,82.4,27.2,25.5,77.8,61.2,85.2,106.9,2.63,0
0,80.3,27.1,25.7,82.2,63.0,86.7,107.2,2.58,0
1,79.4,26.4,24.0,76.2,63.6,88.5,108.2,2.66,0
2,78.5,26.4,22.8,81.7,60.5,89.1,106.5,2.76,0
3,77.4,25.7,23.7,76.8,61.7,87.2,106.4,2.6,0
4,77.7,25.2,22.4,79.9,61.7,88.4,103.7,2.58,0
5,76.7,24.2,24.5,78.0,62.3,86.5,103.1,2.6,0
6,86.6,25.4,24.6,78.5,67.5,86.6,100.9,2.52,1
7,83.9,25.2,26.0,76.9,66.1,86.6,100.4,2.56,0
8,81.8,24.5,28.3,71.1,64.2,85.0,103.2,2.57,0
9,80.8,24.6,28.0,70.3,66.4,81.5,101.9,2.59,0
10,78.4,26.0,28.3,69.3,65.1,84.1,101.2,2.81,0
11,76.8,26.3,31.0,64.2,66.7,81.4,102.4,2.83,0
12,85.8,27.2,32.1,66.7,67.4,83.3,103.2,2.74,1
13,83.9,28.6,30.9,66.3,66.6,85.8,101.8,2.69,0
14,81.8,28.5,31.6,63.3,69.7,86.2,98.3,2.56,0
15,91.5,29.0,31.4,67.2,70.7,87.2,96.1,2.59,1
16,89.6,29.2,31.3,62.0,68.7,85.7,99.2,2.41,0
17,88.2,29.1,30.2,65.5,68.8,87.6,95.1,2.34,0
18,88.1,27.9,32.1,69.0,67.7,90.2,95.8,2.33,0
19,86.7,28.9,29.0,71.2,66.6,97.5,94.9,2.14,0
20,86.9,29.2,28.6,73.1,69.8,93.1,93.0,1.94,0
21,87.0,27.9,27.2,74.6,70.6,94.1,95.8,1.81,0
22,86.4,28.0,24.6,74.5,73.0,96.1,90.9,1.9,0
23,85.1,27.6,27.1,77.2,76.6,93.6,93.1,1.93,0
0,82.8,27.5,22.8,77.4,73.9,94.2,89.9,2.01,0
1,81.7,26.2,25.8,75.8,71.0,94.1,86.8,2.04,0
2,82.0,26.7,23.3,80.9,66.1,96.5,90.8,2.12,0
3,80.0,25.0,23.0,80.8,64.2,97.8,88.9,2.21,0
4,79.2,25.5,23.9,79.8,65.1,96.6,89.8,2.24,0
5,79.3,25.3,26.0,78.5,64.5,92.6,89.2,2.25,0
6,90.1,25.0,25.2,81.6,64.8,94.0,89.3,2.31,1
7,87.5,24.6,25.8,74.3,65.8,93.3,85.9,2.37,0
8,84.8,25.6,26.7,73.5,67.8,91.6,86.6,2.3,0
9,82.6,25.1,29.2,69.3,69.4,90.5,85.3,2.49,0
10,81.0,26.0,29.7,67.9,68.0,92.7,89.1,2.53,0
11,79.9,26.7,31.6,67.9,70.4,92.7,87.9,2.53,0
12,90.5,27.2,30.2,65.2,72.7,91.9,87.4,2.52,1
13,87.5,27.9,32.4,63.4,72.9,90.8,92.3,2.48,0
14,84.8,28.4,32.2,65.6,73.4,91.2,88.9,2.54,0
15,95.0,28.6,30.6,66.4,72.6,89.3,91.7,2.44,1
16,92.9,28.7,30.4,65.4,70.7,87.6,93.2,2.56,0
17,90.4,29.2,30.6,65.9,68.6,82.9,92.9,2.49,0
18,90.0,29.2,29.6,66.7,67.9,84.5,96.8,2.49,0
19,87.7,28.7,29.5,66.1,70.7,83.5,94.2,2.51,0
20,86.4,28.1,27.3,74.0,71.9,83.3,94.3,2.58,0
21,85.9,28.1,26.9,71.6,72.7,79.6,92.3,2.54,0
22,85.6,28.5,28.5,72.4,72.9,79.4,91.2,2.39,0
23,84.3,27.3,25.3,74.5,73.5,82.3,94.6,2.39,0
0,82.9,26.2,25.0,75.3,73.7,85.5,95.0,2.37,0
1,82.0,25.5,24.6,80.5,70.9,87.0,94.8,2.31,0
2,80.9,26.4,24.1,79.2,71.1,88.8,97.2,2.3,0
3,80.3,25.2,25.1,78.1,71.3,88.2,98.9,2.26,0
4,80.0,25.3,23.5,78.5,70.9,84.9,101.5,2.21,0
5,79.3,24.9,24.9,77.7,69.2,85.1,100.6,2.25,0
6,88.5,25.0,24.3,80.2,67.4,83.5,97.9,2.26,1
7,86.3,25.6,26.6,73.4,65.7,83.6,97.4,2.41,0
8,83.7,25.4,27.1,73.5,66.5,83.9,95.3,2.34,0
9,81.8,25.4,28.6,71.5,67.3,84.9,93.1,2.23,0
10,79.3,25.7,29.9,68.7,68.2,87.5,91.5,2.21,0
11,77.2,26.0,31.5,66.3,65.7,84.3,87.8,2.12,0
12,88.0,27.5,30.8,64.2,65.9,80.4,87.5,2.06,1
13,85.9,28.0,31.2,59.8,65.2,82.8,88.5,2.12,0
14,82.4,27.8,33.5,64.1,64.8,83.4,92.2,2.22,0
15,91.6,28.6,32.1,63.8,67.2,83.1,93.2,2.13,1
16,89.6,28.4,30.9,63.2,69.9,80.6,91.7,2.15,0
17,86.7,28.7,31.2,69.3,68.1,82.3,96.4,1.86,0
18,86.0,29.0,30.0,70.3,67.9,82.7,98.5,1.96,0
19,85.3,28.0,27.4,68.9,65.7,80.8,100.5,1.91,0
20,84.5,28.3,28.5,71.8,65.5,75.8,102.8,1.97,0
21,83.7,27.7,27.5,72.8,66.2,74.7,104.7,1.91,0
22,82.9,27.9,27.0,71.1,65.8,76.3,104.4,2.11,0
23,82.6,27.4,25.4,75.2,65.5,72.3,106.0,2.19,0
0,81.8,27.0,25.1,78.9,66.6,73.6,106.5,2.17,0
1,80.9,25.9,25.7,78.3,66.4,75.7,107.9,2.35,0
2,79.9,25.4,24.2,77.5,66.7,73.5,106.5,2.39,0
3,78.4,26.3,23.7,81.9,69.9,75.8,107.6,2.32,0
4,75.7,25.3,24.3,80.6,70.4,78.5,108.1,2.39,0
5,73.7,24.7,23.9,77.4,68.5,79.3,104.7,2.42,0
6,83.4,24.8,25.8,77.1,68.9,80.6,95.0,2.4,1
7,81.3,25.5,25.9,75.2,71.0,82.6,96.3,2.52,0
8,79.2,24.7,27.6,71.6,69.4,86.2,95.0,2.41,0
9,78.6,25.8,28.1,72.0,65.0,86.1,97.8,2.46,0
10,75.8,25.2,29.0,67.0,64.0,89.0,93.3,2.67,0
11,74.8,27.5,31.6,66.1,64.9,85.0,94.8,2.77,0
12,85.3,27.4,32.0,67.7,66.1,89.9,96.0,2.82,1
13,83.8,27.8,32.5,62.8,65.6,89.1,97.7,2.96,0
14,81.3,28.1,32.5,62.2,64.3,87.6,96.7,2.91,0
15,90.9,28.1,30.5,64.7,64.2,89.7,99.4,2.77,1
16,87.9,28.8,31.3,64.7,66.1,86.4,100.0,2.4,0
17,86.6,28.6,29.1,66.0,64.8,89.1,98.1,2.53,0
18,85.3,29.0,30.4,66.4,62.8,90.7,98.4,2.52,0
19,83.8,28.6,28.4,66.7,60.8,93.4,96.6,2.48,0
20,83.4,28.3,28.8,70.5,62.8,92.9,96.7,2.53,0
21,82.1,28.2,28.2,70.5,64.5,92.8,98.5,2.43,0
22,80.8,28.1,26.3,72.5,66.2,93.2,100.4,2.36,0
23,79.3,26.9,26.0,81.1,69.2,88.3,102.1,2.34,0
0,78.9,26.3,26.3,81.7,68.4,90.2,104.4,2.15,0
1,77.8,26.5,23.4,82.8,70.6,90.3,103.4,2.16,0
2,75.5,25.6,24.9,78.8,72.2,90.4,105.3,2.21,0
3,74.8,24.9,24.2,77.8,72.9,86.9,103.1,2.08,0
4,73.9,24.9,24.8,81.0,75.6,86.6,104.7,2.1,0
5,73.5,25.9,22.9,77.7,73.0,83.1,104.8,2.13,0
6,84.7,25.3,24.9,77.6,74.1,85.9,107.7,2.14,1
7,83.6,25.0,26.9,74.3,75.2,87.1,109.5,2.27,0
8,81.3,24.8,28.4,75.0,73.7,88.0,109.0,2.24,0
9,79.3,25.9,28.1,70.4,74.0,84.9,111.5,2.2,0
10,78.1,26.0,29.8,68.6,76.1,85.5,112.7,2.16,0
11,76.1,25.9,32.5,64.8,76.7,85.5,109.7,2.01,0
12,86.2,26.4,30.6,64.1,76.5,84.9,108.4,2.12,1
13,84.4,27.5,32.0,60.7,75.6,85.4,106.8,1.96,0
14,82.2,28.7,32.1,64.0,79.2,84.9,104.7,1.88,0
15,92.5,28.2,31.8,64.1,80.2,85.4,108.1,1.97,1
16,90.7,28.4,30.5,66.3,76.5,87.8,106.5,1.94,0
17,88.3,29.4,31.4,65.8,77.2,85.8,103.5,2.07,0
18,86.5,29.7,30.7,66.2,78.7,85.3,109.5,2.03,0
19,85.4,27.8,30.7,69.7,77.7,83.5,114.8,2.1,0
20,85.6,27.9,27.8,73.8,79.4,84.4,113.2,2.13,0
21,83.5,27.9,27.2,72.6,81.6,83.6,108.4,2.2,0
22,83.5,27.3,27.6,77.7,78.1,80.8,110.6,2.24,0
23,83.4,27.1,27.5,71.5,79.0,80.8,109.6,2.22,0
0,81.8,25.9,25.3,75.8,77.2,82.0,108.2,2.49,0
1,81.6,26.1,23.5,78.0,77.6,87.8,110.4,2.46,0
2,80.6,26.0,24.2,76.9,75.1,89.9,107.1,2.54,0
3,80.1,25.1,24.9,74.9,76.5,94.1,103.7,2.32,0
4,80.7,25.5,24.5,80.1,76.1,96.7,102.1,2.24,0
5,79.5,24.7,25.1,77.7,72.9,96.4,102.2,2.25,0
6,90.1,24.7,26.5,76.7,76.9,96.2,99.8,2.35,1
7,88.2,25.7,25.7,75.7,78.5,95.7,100.1,2.38,0
8,86.1,24.5,26.6,73.0,76.8,94.9,103.2,2.29,0
9,83.4,26.1,27.7,69.5,78.0,96.9,102.0,2.32,0
10,81.4,25.3,29.9,69.1,75.0,98.5,102.0,2.09,0
11,78.6,26.5,31.9,64.5,73.4,95.9,104.5,2.17,0
12,88.6,27.4,33.1,66.5,76.2,98.4,103.8,2.07,1
13,86.4,28.4,32.2,66.2,71.7,98.9,105.3,2.01,0
14,84.8,28.0,31.9,61.3,67.9,98.7,105.8,1.98,0
15,95.0,29.2,31.5,63.1,67.7,97.4,103.4,2.08,1
16,93.0,29.4,32.2,67.2,69.8,98.6,101.4,2.03,0
17,91.6,29.3,30.1,64.4,69.1,95.1,105.2,2.14,0
18,89.9,28.1,29.9,67.0,71.0,95.5,108.4,2.1,0
19,88.4,28.8,29.2,69.8,72.7,96.7,108.3,2.08,0
20,87.9,28.5,28.4,73.0,75.6,95.9,107.0,2.06,0
21,86.4,27.8,29.0,74.9,72.5,95.1,110.9,2.19,0
22,86.1,28.3,26.1,74.2,70.8,93.7,106.4,1.93,0
23,85.4,27.2,28.0,77.0,70.8,99.4,105.5,2.09,0
0,84.1,26.6,24.8,77.9,70.3,102.4,108.3,2.01,0
1,82.8,26.4,24.1,81.4,69.2,104.3,107.9,2.12,0
2,81.2,26.1,23.8,79.3,69.7,108.0,106.5,2.16,0
3,79.3,25.8,24.6,79.6,71.6,102.8,108.1,2.03,0
4,77.3,25.7,24.0,79.6,71.5,103.3,112.4,2.0,0
5,75.7,25.1,25.1,77.2,73.1,103.5,111.1,1.87,0
6,86.2,24.4,24.3,75.8,74.7,100.7,108.2,1.78,1
7,84.5,25.4,24.7,71.2,73.3,98.4,110.2,1.7,0
8,84.0,24.9,27.0,76.0,75.2,95.5,112.6,1.99,0
9,81.5,25.4,28.9,74.1,74.4,92.9,111.7,1.91,0
10,79.2,26.0,28.8,64.9,75.0,89.2,112.6,2.14,0
11,77.3,26.6,31.0,67.4,75.0,88.4,115.2,2.03,0
12,87.6,27.5,32.2,65.2,74.0,89.8,114.5,2.01,1
13,86.2,28.0,31.4,63.6,72.9,88.3,111.4,2.04,0
14,83.9,28.8,31.3,65.3,73.1,87.2,112.6,1.88,0
15,94.0,29.5,30.8,64.5,70.9,91.6,115.3,1.98,1
16,91.7,29.3,31.1,70.3,71.4,86.8,110.7,1.9,0
17,89.5,29.1,31.0,68.3,68.5,86.8,115.1,2.0,0
18,88.7,29.2,32.2,66.6,68.5,85.2,116.3,1.8,0
19,86.6,28.5,30.2,67.6,68.6,85.5,119.7,1.82,0
20,86.3,28.1,27.4,73.6,70.3,83.6,119.5,1.94,0
21,85.1,28.3,26.4,72.4,72.3,81.3,123.7,1.89,0
22,84.3,27.5,26.7,74.1,72.3,83.8,121.2,2.05,0
23,83.4,26.9,27.3,76.3,72.4,81.3,122.2,2.23,0
0,82.1,26.6,25.8,77.5,70.6,79.2,118.7,2.24,0
1,80.7,26.6,24.3,80.6,73.3,78.8,122.5,2.21,0
2,79.0,25.5,25.1,77.6,70.3,78.0,123.7,2.05,0
3,78.3,25.9,25.2,75.7,72.5,77.9,119.7,2.12,0
4,77.2,24.8,25.2,79.0,73.4,80.5,116.0,2.04,0
5,76.1,25.2,23.4,78.1,71.9,83.7,115.6,2.04,0
6,86.4,25.5,25.3,77.0,75.5,86.4,110.4,2.12,1
7,85.7,25.1,25.0,73.0,72.8,86.9,111.3,2.21,0
8,83.0,25.5,26.7,71.7,69.0,88.8,109.8,2.2,0
9,81.1,25.5,27.7,68.0,70.3,92.4,112.5,2.34,0
10,78.6,26.6,29.8,69.7,73.3,90.9,111.6,2.28,0
11,76.9,26.8,29.9,63.9,72.5,91.5,112.6,2.51,0
12,87.4,27.6,32.4,64.1,74.5,90.7,113.3,2.35,1
13,85.4,27.7,32.0,66.6,70.5,91.8,114.0,2.55,0
14,82.5,28.4,31.2,63.6,69.1,90.9,109.4,2.44,0
15,92.0,28.8,32.0,65.4,71.8,87.2,107.3,2.38,1
16,90.3,28.8,32.5,67.3,70.4,88.2,104.9,2.29,0
17,87.4,28.4,31.0,67.7,70.2,87.1,101.5,2.32,0
18,86.6,28.2,29.5,67.0,69.8,86.1,97.8,2.25,0
19,86.0,29.5,29.0,67.7,74.2,84.1,97.8,2.2,0
20,85.5,28.2,28.3,73.5,71.1,85.0,95.8,2.18,0
21,84.9,28.0,27.0,73.2,70.5,85.2,98.3,2.27,0
22,83.1,28.1,25.4,73.2,68.1,81.8,94.6,2.34,0
23,81.3,27.3,25.7,75.4,69.4,82.4,94.6,2.26,0
0,79.0,27.2,26.3,77.3,67.9,79.4,92.5,2.27,0
1,78.6,26.1,24.1,75.3,68.9,77.1,93.3,2.26,0
2,77.7,25.8,22.8,80.2,67.6,78.4,94.4,2.12,0
3,76.5,25.6,24.0,81.7,66.3,78.5,92.9,2.41,0
4,75.9,25.3,24.9,78.8,64.4,74.2,95.0,2.47,0
5,74.0,24.5,22.9,78.0,65.2,74.7,96.4,2.65,0
6,84.0,25.4,25.1,77.4,68.0,74.9,101.1,2.73,1
7,81.7,24.8,26.3,75.6,67.0,73.4,95.6,2.74,0
8,79.6,25.1,27.7,77.0,66.8,73.5,91.7,2.69,0
9,77.7,25.2,29.1,72.1,63.9,74.4,90.4,2.74,0
10,76.0,26.1,30.5,68.3,64.8,70.9,93.4,2.66,0
11,73.4,26.6,29.8,64.8,70.3,68.6,93.0,2.62,0
12,82.6,27.1,32.3,64.6,68.2,70.0,97.4,2.59,1
13,81.0,28.6,33.1,63.7,69.0,72.6,96.1,2.57,0
14,79.2,28.7,31.7,62.1,70.1,73.7,98.0,2.54,0
15,88.0,28.7,32.0,63.9,66.9,73.2,97.9,2.6,1
16,85.8,29.0,30.4,66.3,67.9,77.0,97.3,2.63,0
17,83.7,29.0,31.7,64.7,68.2,76.6,97.4,2.67,0
18,82.3,29.4,29.5,65.6,68.7,76.9,99.5,2.42,0
19,81.4,29.2,30.6,69.2,65.7,76.8,98.5,2.34,0
20,80.2,28.5,28.1,70.4,64.4,80.2,97.2,2.43,0
21,79.4,27.1,28.1,69.7,63.2,79.0,100.7,2.46,0
22,78.1,27.2,26.3,76.6,66.1,79.2,99.8,2.46,0
23,77.6,27.4,27.5,78.1,64.5,80.4,98.1,2.54,0
0,75.7,26.2,23.7,81.1,65.8,78.8,98.1,2.55,0
1,74.4,26.5,25.1,77.6,65.7,77.7,96.0,2.7,0
2,73.7,25.3,22.7,80.3,65.4,79.1,91.7,2.71,0
3,72.1,26.3,23.1,82.0,66.3,81.4,97.1,2.69,0
4,70.0,25.3,25.5,81.0,68.9,82.3,99.4,2.77,0
5,68.8,25.1,25.0,81.6,66.9,82.4,98.2,2.68,0
6,78.1,24.5,23.3,78.4,63.5,84.6,98.2,2.6,1
7,76.6,24.7,26.0,75.1,64.3,82.1,99.3,2.61,0
8,74.1,24.3,26.8,74.2,60.7,81.2,99.4,2.52,0
9,70.3,25.5,29.2,71.5,60.7,80.2,99.6,2.69,0
10,67.9,25.9,31.5,69.2,60.9,81.0,100.4,2.64,0
11,65.8,26.9,31.6,67.8,62.0,80.2,103.9,2.57,0
12,75.9,27.3,32.1,64.8,62.6,81.6,103.1,2.64,1
13,73.9,28.3,32.4,63.6,63.0,83.3,103.2,2.94,0
14,71.7,28.7,31.0,66.3,61.9,85.4,101.5,2.95,0
15,81.3,29.0,32.2,64.4,63.7,84.7,102.1,2.8,1
16,80.0,29.1,32.0,64.1,60.3,84.3,103.1,2.73,0
17,78.5,28.7,30.2,68.4,62.9,87.0,98.2,2.78,0
18,77.6,28.8,29.5,64.2,60.9,89.3,95.6,2.68,0
19,76.5,28.6,30.4,71.5,58.7,92.6,91.9,2.74,0
20,75.8,28.5,28.6,72.7,58.6,93.7,90.7,2.81,0
21,74.8,27.3,26.7,72.8,58.6,91.2,93.2,3.03,0
22,73.8,28.2,26.4,76.5,60.7,93.6,94.0,3.09,0
23,72.9,26.8,25.6,75.3,60.8,96.0,100.2,2.91,0
0,71.6,27.0,25.3,77.9,66.1,97.0,100.7,2.85,0
1,71.8,26.5,24.7,75.9,64.7,94.8,101.1,2.7,0
2,70.2,25.7,24.1,77.1,64.4,95.9,101.9,2.58,0
3,68.3,26.2,25.4,80.6,64.4,92.9,100.1,2.68,0
4,67.3,25.5,24.7,79.3,62.4,92.6,98.5,2.73,0
5,65.2,24.9,25.4,77.5,59.9,94.5,101.5,2.81,0
6,75.4,24.5,23.6,79.8,60.9,94.3,103.5,2.98,1
7,72.3,25.2,26.1,75.9,64.5,94.4,103.9,2.97,0
8,70.2,25.3,28.2,72.2,65.0,95.6,106.3,2.85,0
9,69.0,25.4,29.3,70.3,67.8,95.6,104.2,2.89,0
10,66.8,26.4,29.5,70.7,72.5,99.5,98.9,3.0,0
11,64.6,27.2,30.5,67.8,70.3,97.1,102.7,3.11,0
12,75.8,27.8,32.5,64.6,69.6,98.2,106.6,3.13,1
13,73.7,27.8,31.8,65.2,69.0,99.0,103.2,3.03,0
14,70.7,28.2,32.4,63.1,66.1,102.6,103.9,3.07,0
15,81.2,29.0,31.8,67.9,65.4,99.0,101.8,3.11,1
16,79.6,29.0,31.1,67.9,63.5,99.7,102.2,3.08,0
17,78.0,28.9,30.8,66.0,65.3,97.4,102.3,3.04,0
18,77.3,28.2,29.3,68.4,63.0,94.5,105.1,3.02,0
19,76.7,28.5,30.6,71.2,62.9,94.5,102.7,3.15,0
20,76.4,28.2,28.9,72.9,67.5,94.1,104.0,2.94,0
21,75.3,27.9,28.7,74.7,70.6,94.3,102.4,3.02,0
22,73.7,27.3,26.3,75.7,67.8,89.6,102.9,3.04,0
23,72.8,27.3,25.6,76.6,67.4,92.2,101.7,3.1,0
0,72.0,26.4,25.1,74.5,67.0,95.6,104.9,3.11,0
1,71.2,26.2,24.1,81.1,71.4,95.3,107.2,3.04,0
2,70.7,26.3,24.9,78.7,70.8,97.1,109.0,3.25,0
3,70.1,25.8,24.7,80.3,70.0,99.4,113.5,3.04,0
4,69.3,25.7,23.6,80.0,73.0,98.6,116.6,3.02,0
5,67.7,25.1,24.0,81.4,76.6,98.6,115.4,2.97,0
6,77.3,24.3,25.2,77.4,77.5,98.3,115.9,2.85,1
7,75.4,25.5,25.4,73.9,78.8,99.1,117.2,2.89,0
8,73.1,25.8,27.0,76.0,80.6,97.4,115.8,3.02,0
9,70.9,25.0,29.9,71.9,80.2,99.0,116.5,3.05,0
10,67.5,26.2,29.4,70.8,78.9,95.1,120.5,2.89,0
11,66.2,26.8,30.7,65.8,77.2,90.4,120.1,2.79,0
12,75.8,26.8,33.8,65.1,76.3,89.9,118.5,2.57,1
13,74.6,27.7,30.3,65.6,78.7,86.1,118.0,2.57,0
14,71.7,27.3,31.0,62.3,79.2,86.6,120.5,2.5,0
15,82.7,29.3,33.1,61.9,78.8,89.0,121.5,2.5,1
16,81.3,28.8,30.9,64.0,78.4,86.4,121.6,2.63,0
17,78.3,29.2,31.1,65.5,79.4,87.0,122.0,2.59,0
18,77.6,29.5,31.7,71.2,80.1,87.7,122.0,2.6,0
19,75.9,28.9,28.7,74.2,77.9,87.9,120.6,2.42,0
20,75.4,28.5,27.9,70.8,78.9,86.1,119.0,2.62,0
21,74.9,28.4,27.9,73.0,79.0,87.9,118.5,2.7,0
22,73.8,27.3,26.7,73.9,76.2,87.7,123.2,2.76,0
23,72.7,27.1,25.6,75.6,74.8,87.5,120.7,2.81,0
0,71.5,26.9,25.2,78.0,71.5,85.8,117.9,2.75,0
1,70.9,26.6,23.7,79.1,75.2,85.9,115.1,2.67,0
2,70.7,26.0,24.7,78.7,76.4,86.2,116.0,2.61,0
3,70.3,25.6,24.8,79.6,76.5,87.1,117.7,2.61,0
4,69.8,26.0,23.9,78.9,78.6,88.6,115.0,2.45,0
5,69.9,25.4,24.1,78.2,75.3,87.7,110.9,2.32,0
6,80.4,25.5,25.4,77.4,74.8,88.0,107.5,2.22,1
7,78.3,25.4,25.6,77.2,74.5,87.2,102.3,2.23,0
8,76.3,25.1,27.1,74.3,73.6,82.4,102.4,2.32,0
9,74.2,25.4,28.6,69.7,73.4,80.0,103.7,2.44,0
10,71.8,26.2,31.2,69.7,73.9,74.4,101.3,2.39,0
11,69.9,26.5,31.0,66.0,73.3,75.5,102.7,2.48,0
12,79.9,28.0,31.7,66.2,74.6,75.3,108.0,2.67,1
13,78.8,27.6,31.9,63.7,76.2,73.6,103.7,2.7,0
14,76.4,28.6,31.6,67.4,76.6,75.1,102.0,2.7,0
15,86.1,28.6,30.9,67.2,77.7,72.8,99.5,2.71,1
16,84.0,28.5,30.5,66.8,76.2,73.4,97.8,2.62,0
17,81.0,29.0,31.4,69.2,74.4,74.6,100.8,2.56,0
18,80.7,29.1,29.5,66.8,70.6,73.2,101.8,2.57,0
19,80.6,28.8,29.3,72.7,71.5,76.2,104.6,2.7,0
20,79.6,28.0,28.0,69.0,73.9,79.9,107.0,2.63,0
21,78.4,27.6,26.5,73.0,75.6,81.2,108.7,2.6,0
22,77.8,27.7,26.4,73.4,76.7,83.7,110.9,2.71,0
23,76.8,27.0,27.1,72.6,76.7,86.0,108.2,2.65,0
0,76.5,27.1,25.0,75.0,78.1,85.3,106.4,2.46,0
1,75.6,26.7,24.2,77.7,76.7,87.8,107.0,2.52,0
2,75.6,26.1,24.0,80.2,78.5,86.6,105.0,2.63,0
3,75.3,25.5,23.8,79.2,79.0,84.5,104.6,2.62,0
4,74.0,24.2,24.2,81.7,81.2,82.7,103.9,2.52,0
5,73.3,25.1,23.9,78.9,85.2,80.6,103.7,2.37,0
