jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,plant_age
20,76.3,28.1,29.4,71.9,75.6,76.4,100.5,2.58,117
21,75.9,28.4,28.7,73.8,77.0,77.8,104.1,2.8,117
22,75.0,27.5,26.0,78.4,75.9,78.1,104.1,2.75,117
23,73.5,27.5,26.8,77.0,79.4,74.5,103.2,2.79,117
0,73.2,27.5,24.7,73.8,79.7,78.2,102.9,2.81,118
1,72.0,26.1,23.9,76.0,79.5,78.4,102.1,2.73,118
2,71.1,25.9,24.3,79.2,77.7,77.1,104.1,2.58,118
3,70.0,25.7,25.5,78.2,82.1,73.2,105.6,2.57,118
4,67.3,25.3,24.3,79.5,80.6,71.3,103.3,2.38,118
5,65.6,25.4,24.3,82.1,81.2,72.6,105.6,2.27,118
6,75.2,24.6,25.6,78.3,80.2,76.1,104.2,2.15,118
7,73.9,24.6,25.5,73.8,78.0,75.0,101.7,2.28,118
8,71.7,24.9,28.5,76.0,75.6,78.2,99.4,2.3,118
9,70.4,25.6,30.0,70.2,75.5,77.8,100.8,2.18,118
10,68.9,26.2,30.3,67.9,75.0,75.4,102.2,2.1,118
11,66.7,26.9,30.4,66.3,76.2,79.7,100.3,2.04,118
12,76.5,27.2,32.6,65.4,75.2,81.3,101.6,1.96,118
13,74.3,27.3,32.2,62.7,71.9,80.8,100.6,1.85,118
14,71.9,28.8,32.4,64.3,68.1,78.3,100.6,1.8,118
15,82.2,28.6,32.6,66.9,66.5,76.3,101.0,1.76,118
16,81.1,29.1,31.6,67.7,68.2,77.8,99.9,1.94,118
17,78.3,28.9,30.0,65.2,70.8,77.2,97.9,2.09,118
18,76.7,28.4,31.2,68.0,70.3,79.9,104.4,2.14,118
19,76.0,28.8,29.5,72.3,68.7,80.8,105.0,2.16,118
20,75.5,28.4,28.7,70.7,68.9,84.3,108.3,2.1,118
21,74.7,28.3,28.1,70.4,70.6,82.9,108.6,2.17,118
22,74.0,27.7,27.0,73.3,72.2,86.0,106.4,2.18,118
23,72.6,28.0,26.6,77.1,72.2,86.4,112.5,2.13,118
0,71.8,26.5,25.5,77.2,71.7,85.7,114.2,2.02,119
1,70.3,27.2,24.6,78.5,70.6,83.9,113.9,2.17,119
2,71.0,26.7,23.9,79.8,73.1,84.4,116.3,2.16,119
3,70.5,25.5,23.7,79.3,75.5,87.6,120.1,1.98,119
4,68.8,24.9,23.8,80.9,73.5,81.6,123.0,2.01,119
5,68.5,25.0,25.0,81.9,72.4,80.7,122.5,2.04,119
6,78.1,24.9,24.7,78.9,73.7,78.7,123.8,2.13,119
7,75.4,25.2,25.9,76.9,70.4,80.5,121.9,2.2,119
8,73.1,25.4,27.2,75.4,67.6,80.4,126.4,2.49,119
9,70.8,25.7,29.1,71.9,69.9,83.9,129.3,2.58,119
10,69.3,25.3,30.5,70.0,72.1,84.0,124.5,2.4,119
11,67.9,25.9,32.6,62.2,72.0,86.9,127.5,2.3,119
12,77.6,27.4,30.6,64.5,70.9,88.9,129.7,2.32,119
13,75.1,28.5,31.8,64.7,69.8,83.5,132.6,2.31,119
14,73.3,28.6,32.4,63.9,68.3,84.9,130.0,2.3,119
15,83.1,29.6,30.3,63.2,64.8,89.2,131.5,2.24,119
16,81.5,28.6,32.6,65.3,63.6,92.0,129.1,2.15,119
17,80.6,29.0,30.6,65.3,62.6,91.0,131.2,2.04,119
18,78.8,29.3,29.4,68.6,66.7,89.8,130.0,2.2,119
19,77.8,28.7,30.0,70.7,67.1,88.1,131.9,2.16,119
20,76.3,28.9,26.7,70.7,67.4,85.5,129.3,2.23,119
21,75.3,28.4,27.8,74.8,69.4,88.3,130.6,2.14,119
22,74.5,27.5,26.0,73.5,70.5,88.4,128.1,1.99,119
23,74.2,27.1,26.0,74.9,67.7,89.0,122.9,1.81,119
0,72.7,26.2,25.6,77.5,66.7,91.9,122.2,1.86,120
1,70.6,26.4,25.4,77.8,68.1,92.7,126.7,2.16,120
2,70.4,26.8,24.7,81.1,68.2,93.8,124.1,2.26,120
3,68.6,25.0,25.8,79.5,64.9,93.2,126.6,2.29,120
4,67.0,25.3,24.0,81.0,69.6,91.2,125.1,2.23,120
5,66.1,25.6,24.0,81.2,66.5,96.0,121.4,2.45,120
6,77.0,25.2,25.9,75.2,65.3,96.2,122.2,2.48,120
7,75.3,24.3,25.9,75.9,71.8,93.5,122.8,2.54,120
8,72.9,25.1,27.6,73.6,72.6,95.0,122.2,2.59,120
9,70.5,25.7,25.5,67.3,69.8,91.9,118.2,2.48,120
10,68.7,26.1,30.4,68.1,70.2,96.5,120.7,2.55,120
11,67.6,26.5,31.0,65.5,70.9,94.4,117.1,2.41,120
12,76.7,27.4,31.4,61.9,71.5,97.5,118.3,2.45,120
13,74.7,28.6,31.5,66.4,71.8,97.1,120.1,2.44,120
14,73.4,28.2,32.6,64.4,74.5,95.3,119.5,2.35,120
15,83.0,29.5,30.0,60.6,73.7,95.7,121.5,2.27,120
16,80.2,28.8,33.8,64.7,70.3,89.9,122.6,2.24,120
17,77.9,29.0,31.6,66.1,70.1,93.0,122.5,2.3,120
18,76.8,28.8,30.3,67.8,74.5,91.4,125.4,2.08,120
19,76.3,29.0,30.8,68.2,74.4,90.3,119.8,2.19,120
20,75.4,28.9,28.6,69.2,77.3,91.2,118.3,2.22,120
21,73.7,27.9,26.9,73.3,76.7,89.3,118.6,2.28,120
22,73.1,26.9,27.6,72.7,76.1,89.8,121.2,2.25,120
23,70.7,27.0,24.7,77.7,76.8,88.9,122.1,2.33,120
0,69.9,26.2,25.8,78.2,74.1,87.2,122.4,2.37,121
1,69.8,25.6,25.7,78.9,78.1,89.5,117.5,2.36,121
2,68.8,25.8,24.8,78.3,76.5,91.6,114.9,2.26,121
3,66.8,25.5,22.9,80.0,76.8,93.2,117.9,2.17,121
4,65.5,25.3,24.2,80.1,73.8,95.6,120.3,2.18,121
5,63.4,24.5,24.1,79.8,72.4,96.5,117.7,2.24,121
6,73.2,25.3,24.3,75.2,75.3,96.7,120.4,2.45,121
7,71.1,25.7,24.2,76.0,73.5,97.7,118.7,2.28,121
8,69.6,25.0,26.4,69.3,72.8,98.8,118.2,2.16,121
9,67.7,26.2,28.3,70.8,69.6,96.7,123.6,2.14,121
10,65.7,25.3,30.9,72.4,68.0,96.6,118.8,2.26,121
11,64.3,27.0,33.3,64.1,69.3,96.9,121.2,2.24,121
12,73.8,27.7,32.4,63.0,66.8,94.8,120.6,2.21,121
13,72.5,28.0,31.4,65.5,64.2,96.3,123.0,2.18,121
14,71.1,28.6,31.6,62.7,65.4,96.4,122.8,2.25,121
15,81.6,29.0,32.5,62.8,64.7,94.9,121.7,2.32,121
16,80.1,28.6,31.7,65.1,63.0,96.4,124.1,2.18,121
17,78.6,28.4,31.0,66.9,64.6,94.0,121.6,2.32,121
18,77.8,29.2,30.2,69.6,66.8,87.8,119.9,2.25,121
19,77.3,28.8,30.2,68.7,66.5,93.9,122.3,2.35,121
20,75.9,28.5,30.2,70.1,66.3,95.4,123.2,2.31,121
21,75.2,27.9,27.6,72.4,66.9,97.5,120.4,2.31,121
22,75.0,27.3,26.9,73.2,67.1,97.8,120.9,2.19,121
23,74.1,26.8,26.4,76.5,65.9,96.7,114.2,2.31,121
0,72.6,26.2,25.0,79.8,67.8,96.6,110.6,2.23,122
1,70.8,26.0,23.0,77.0,68.1,94.8,114.9,2.11,122
2,69.9,26.2,24.7,77.2,71.3,95.6,111.6,2.12,122
3,69.1,25.9,23.5,79.7,68.2,99.0,112.1,2.12,122
4,67.9,25.3,25.1,79.0,71.2,97.2,112.6,1.99,122
5,66.9,25.8,24.4,76.9,72.5,93.4,116.8,1.87,122
6,77.1,24.8,26.1,75.7,73.2,91.8,115.8,2.01,122
7,74.9,25.1,25.3,72.7,72.1,92.0,119.2,2.07,122
8,73.6,25.8,28.2,73.3,72.2,91.0,118.0,2.11,122
9,71.1,26.2,27.4,69.3,72.5,92.4,119.2,2.31,122
10,70.4,26.6,30.8,71.2,75.2,94.7,118.4,2.27,122
11,68.9,27.2,30.9,66.6,77.3,94.6,124.4,2.14,122
12,79.6,27.0,32.5,62.6,78.0,97.7,122.0,2.19,122
13,76.5,27.9,31.7,62.0,76.6,100.0,121.9,2.04,122
14,74.1,28.3,32.5,63.3,75.9,101.5,120.3,1.93,122
15,84.7,29.5,32.1,62.2,75.6,97.6,116.5,2.07,122
16,83.5,28.5,31.5,65.4,75.7,97.9,120.3,2.23,122
17,81.3,28.8,31.0,68.6,75.0,98.6,127.5,2.28,122
18,80.5,28.6,31.3,67.4,76.9,94.2,126.5,2.35,122
19,80.3,28.3,28.8,68.3,74.3,93.0,127.1,2.43,122
20,79.9,28.0,29.5,67.6,75.7,95.0,128.1,2.47,122
21,77.7,28.7,27.3,70.2,72.9,90.9,131.9,2.41,122
22,77.0,27.9,27.7,74.6,69.7,93.6,131.9,2.42,122
23,76.5,27.3,27.9,75.8,69.0,94.1,128.4,2.57,122
0,75.0,26.3,24.7,77.7,70.5,95.0,128.6,2.56,123
1,73.6,26.2,23.0,75.9,70.7,98.0,124.2,2.62,123
2,72.4,26.1,24.5,80.9,68.2,97.4,121.7,2.5,123
3,70.7,25.6,23.5,78.9,69.6,95.4,122.7,2.4,123
4,69.3,25.3,23.6,76.7,68.5,92.7,123.6,2.54,123
5,69.1,25.0,24.0,77.5,68.6,91.4,122.7,2.44,123
6,77.8,25.2,24.5,77.0,68.3,92.7,120.8,2.48,123
7,75.2,25.1,27.1,75.9,68.0,89.7,120.9,2.42,123
8,73.0,25.4,28.2,70.4,69.1,91.3,118.2,2.28,123
9,71.4,25.9,29.6,72.2,68.8,91.3,121.0,2.36,123
10,68.2,26.3,31.8,68.0,64.4,91.5,120.8,2.34,123
11,65.1,26.5,30.4,67.4,65.2,91.3,120.5,2.41,123
12,74.1,27.4,29.8,67.1,66.7,93.4,120.1,2.57,123
13,72.1,26.9,33.6,63.5,67.2,94.0,123.6,2.41,123
14,70.7,28.3,32.1,63.0,67.1,92.1,119.2,2.41,123
15,80.5,29.2,31.6,65.7,69.8,91.4,119.6,2.43,123
16,79.0,29.0,29.8,62.4,71.2,92.4,117.7,2.49,123
17,76.7,28.5,29.6,68.6,69.9,89.4,117.0,2.45,123
18,76.2,28.4,30.6,67.9,72.7,91.3,116.2,2.39,123
19,75.6,28.5,29.1,68.8,69.9,89.0,116.6,2.31,123
20,74.8,28.1,26.7,69.1,73.7,90.1,116.2,2.32,123
21,73.2,27.7,26.8,70.5,72.7,87.4,117.7,2.36,123
22,72.1,28.0,27.6,73.9,73.0,87.7,116.3,2.34,123
23,71.5,27.8,27.0,76.8,71.1,88.4,119.0,2.47,123
0,70.1,27.0,25.5,77.3,70.5,86.6,112.6,2.37,124
1,69.6,26.0,27.0,74.3,69.4,87.1,113.7,2.45,124
2,69.6,26.7,25.2,78.1,74.2,85.7,111.3,2.45,124
3,69.1,26.2,25.5,80.7,75.7,87.3,110.5,2.58,124
4,68.9,25.4,25.1,83.3,74.5,89.1,109.4,2.6,124
5,68.6,25.5,24.9,79.2,75.5,92.0,106.8,2.65,124
6,79.5,24.7,23.9,78.8,72.9,91.7,106.6,2.59,124
7,77.8,24.6,24.7,76.0,71.8,90.2,108.5,2.5,124
8,76.4,25.8,26.7,72.7,72.5,89.2,107.8,2.58,124
9,74.6,25.7,28.9,68.5,73.4,89.5,110.5,2.72,124
10,73.2,26.0,30.0,66.3,75.0,89.0,108.3,2.76,124
11,71.1,26.8,31.4,63.5,74.9,85.7,111.5,2.72,124
12,81.0,27.4,31.7,65.3,78.0,85.4,107.6,2.8,124
13,79.1,28.3,32.4,65.5,77.8,86.5,109.2,2.92,124
14,77.8,29.0,32.7,63.8,78.5,84.6,104.8,2.88,124
15,87.1,29.5,31.7,63.5,79.0,82.5,107.9,2.91,124
16,84.8,28.6,31.0,67.3,75.7,85.0,108.5,2.88,124
17,82.4,29.0,28.6,70.6,75.0,85.6,109.2,3.03,124
18,80.4,28.8,30.7,64.9,75.9,84.7,109.5,2.95,124
19,78.5,28.0,28.6,70.5,75.8,89.3,103.6,2.95,124
20,78.2,29.0,27.7,71.4,76.3,88.2,103.8,3.13,124
21,77.3,28.1,28.3,73.4,73.0,86.9,105.6,2.95,124
22,76.1,27.0,27.5,75.7,69.3,86.5,106.9,2.76,124
23,75.6,27.2,26.5,78.8,70.5,86.1,107.4,2.82,124
0,72.9,26.6,26.1,77.1,71.8,85.1,112.5,2.7,125
1,71.3,25.9,23.9,82.3,72.0,83.2,113.2,2.57,125
2,69.5,26.5,24.2,77.2,71.9,82.6,113.3,2.71,125
3,69.2,25.8,23.6,81.2,73.0,82.6,112.6,2.64,125
4,67.7,25.5,25.4,77.4,70.3,83.2,115.8,2.53,125
5,66.5,25.7,24.9,77.0,66.8,86.4,115.2,2.32,125
6,77.5,25.7,24.7,78.9,69.5,88.8,111.4,2.16,125
7,75.8,25.0,26.7,77.3,68.3,91.9,116.6,2.09,125
8,73.7,24.8,27.6,72.3,65.7,92.6,116.1,2.04,125
9,71.8,25.3,28.6,71.6,64.8,93.0,115.4,2.03,125
10,69.6,26.2,30.4,66.7,65.2,92.6,117.7,1.99,125
11,67.2,26.5,31.7,67.9,64.8,91.6,114.0,2.05,125
12,76.6,27.5,31.6,61.8,66.0,86.1,115.3,2.19,125
13,74.8,28.5,31.0,64.4,66.6,85.6,112.0,2.13,125
14,72.7,29.1,32.2,64.7,67.4,84.5,108.3,2.17,125
15,82.5,28.5,31.4,65.1,66.6,87.4,106.1,2.17,125
16,82.4,28.9,30.3,65.5,68.5,88.5,108.3,2.14,125
17,80.0,29.5,30.1,66.4,65.1,89.0,107.5,2.32,125
18,80.1,28.6,29.8,63.4,64.2,90.9,105.0,2.28,125
19,79.5,28.6,29.3,66.9,65.8,93.2,109.0,2.41,125
20,78.7,28.5,28.9,73.0,64.7,93.6,105.2,2.46,125
21,78.0,28.5,27.4,74.1,64.8,92.2,108.4,2.54,125
22,75.9,27.4,27.1,76.9,66.1,92.3,106.0,2.57,125
23,75.2,27.5,25.7,76.1,63.8,93.3,107.6,2.73,125
0,74.1,26.8,25.8,80.4,65.3,94.1,103.2,2.84,126
1,73.4,26.6,25.1,78.2,59.3,96.8,103.2,2.95,126
2,71.7,26.0,24.8,81.2,60.4,98.0,101.5,2.99,126
3,70.6,25.8,25.2,79.0,62.0,96.4,99.7,2.98,126
4,70.2,24.9,23.8,79.0,62.1,92.8,102.1,2.96,126
5,69.6,24.8,23.0,81.1,63.5,93.9,99.6,2.89,126
6,80.5,24.6,24.9,75.5,64.9,91.1,101.2,2.95,126
7,78.4,25.0,26.6,78.7,66.2,88.3,100.7,2.92,126
8,75.4,25.2,27.3,76.7,66.5,85.2,104.0,2.87,126
9,73.4,25.6,28.9,70.6,67.9,85.3,103.2,2.91,126
10,71.0,26.2,28.6,70.5,65.5,84.1,103.4,2.81,126
11,70.3,26.0,30.4,64.9,63.8,87.7,105.1,2.57,126
12,81.7,27.5,32.2,64.0,63.8,85.9,107.8,2.45,126
13,79.4,27.8,32.6,64.4,64.6,85.2,110.5,2.54,126
14,77.1,27.9,31.3,63.2,60.9,84.6,108.1,2.37,126
15,87.3,28.6,31.9,66.0,62.2,85.7,108.1,2.32,126
16,85.5,29.3,30.7,67.1,62.4,84.6,112.2,2.13,126
17,82.0,28.4,29.8,67.8,59.8,83.5,109.8,2.17,126
18,82.1,29.4,30.1,67.1,61.5,83.8,108.0,2.23,126
19,81.4,28.1,29.4,66.8,64.1,84.6,108.9,2.23,126
20,81.6,28.3,28.7,71.9,64.9,84.4,110.4,2.17,126
21,80.6,28.1,28.2,72.2,64.0,87.2,110.2,2.32,126
22,80.0,27.3,28.1,71.6,63.0,88.3,113.5,2.15,126
23,79.0,26.8,26.8,73.8,61.3,90.3,114.7,2.0,126
0,78.7,27.0,25.0,76.8,59.9,88.5,115.3,1.96,127
1,78.5,26.2,25.5,81.2,57.3,87.2,115.6,1.89,127
2,77.9,25.7,23.2,80.0,57.8,85.3,117.1,1.91,127
3,76.6,25.6,24.2,78.2,60.9,85.0,120.1,1.88,127
4,75.1,25.4,24.8,78.1,61.0,87.6,116.4,1.73,127
5,72.7,25.4,24.8,77.7,62.2,89.3,111.4,1.92,127
6,83.1,24.8,25.6,76.3,64.7,90.0,110.7,2.01,127
7,82.3,25.4,27.5,76.3,64.2,87.6,111.8,2.04,127
8,80.4,25.0,26.7,75.4,65.0,86.7,111.1,1.93,127
9,78.8,24.8,29.3,75.5,67.3,82.4,110.5,2.0,127
10,77.3,25.6,29.9,71.2,70.3,81.4,110.3,2.2,127
11,74.5,26.8,32.0,65.0,67.9,82.8,105.8,2.3,127
12,83.9,27.4,31.9,66.2,70.0,78.5,107.0,2.38,127
13,81.4,27.1,32.6,64.2,69.4,79.6,108.7,2.65,127
14,80.6,28.0,33.2,67.3,71.6,79.6,115.2,2.61,127
15,91.0,28.9,32.2,65.6,69.5,80.3,114.9,2.5,127
16,89.2,29.2,31.1,64.6,69.2,81.8,114.5,2.45,127
17,87.1,28.4,30.4,68.4,70.7,79.9,113.1,2.34,127
18,86.2,29.0,29.4,66.6,70.2,76.7,107.1,2.33,127
19,85.6,28.6,30.1,68.4,69.7,77.1,106.9,2.37,127
20,84.4,28.3,29.5,70.6,67.0,76.9,111.4,2.43,127
21,83.5,28.0,27.4,72.4,63.8,83.9,106.4,2.53,127
22,83.3,27.7,25.3,70.7,60.9,87.6,109.2,2.52,127
23,82.4,27.2,25.5,77.8,61.2,85.2,106.9,2.63,127
0,80.3,27.1,25.7,82.2,63.0,86.7,107.2,2.58,128
1,79.4,26.4,24.0,76.2,63.6,88.5,108.2,2.66,128
2,78.5,26.4,22.8,81.7,60.5,89.1,106.5,2.76,128
3,77.4,25.7,23.7,76.8,61.7,87.2,106.4,2.6,128
4,77.7,25.2,22.4,79.9,61.7,88.4,103.7,2.58,128
5,76.7,24.2,24.5,78.0,62.3,86.5,103.1,2.6,128
6,86.6,25.4,24.6,78.5,67.5,86.6,100.9,2.52,128
7,83.9,25.2,26.0,76.9,66.1,86.6,100.4,2.56,128
8,81.8,24.5,28.3,71.1,64.2,85.0,103.2,2.57,128
9,80.8,24.6,28.0,70.3,66.4,81.5,101.9,2.59,128
10,78.4,26.0,28.3,69.3,65.1,84.1,101.2,2.81,128
11,76.8,26.3,31.0,64.2,66.7,81.4,102.4,2.83,128
12,85.8,27.2,32.1,66.7,67.4,83.3,103.2,2.74,128
13,83.9,28.6,30.9,66.3,66.6,85.8,101.8,2.69,128
14,81.8,28.5,31.6,63.3,69.7,86.2,98.3,2.56,128
15,91.5,29.0,31.4,67.2,70.7,87.2,96.1,2.59,128
16,89.6,29.2,31.3,62.0,68.7,85.7,99.2,2.41,128
17,88.2,29.1,30.2,65.5,68.8,87.6,95.1,2.34,128
18,88.1,27.9,32.1,69.0,67.7,90.2,95.8,2.33,128
19,86.7,28.9,29.0,71.2,66.6,97.5,94.9,2.14,128
20,86.9,29.2,28.6,73.1,69.8,93.1,93.0,1.94,128
21,87.0,27.9,27.2,74.6,70.6,94.1,95.8,1.81,128
22,86.4,28.0,24.6,74.5,73.0,96.1,90.9,1.9,128
23,85.1,27.6,27.1,77.2,76.6,93.6,93.1,1.93,128
0,82.8,27.5,22.8,77.4,73.9,94.2,89.9,2.01,129
1,81.7,26.2,25.8,75.8,71.0,94.1,86.8,2.04,129
2,82.0,26.7,23.3,80.9,66.1,96.5,90.8,2.12,129
3,80.0,25.0,23.0,80.8,64.2,97.8,88.9,2.21,129
4,79.2,25.5,23.9,79.8,65.1,96.6,89.8,2.24,129
5,79.3,25.3,26.0,78.5,64.5,92.6,89.2,2.25,129
6,90.1,25.0,25.2,81.6,64.8,94.0,89.3,2.31,129
7,87.5,24.6,25.8,74.3,65.8,93.3,85.9,2.37,129
8,84.8,25.6,26.7,73.5,67.8,91.6,86.6,2.3,129
9,82.6,25.1,29.2,69.3,69.4,90.5,85.3,2.49,129
10,81.0,26.0,29.7,67.9,68.0,92.7,89.1,2.53,129
11,79.9,26.7,31.6,67.9,70.4,92.7,87.9,2.53,129
12,90.5,27.2,30.2,65.2,72.7,91.9,87.4,2.52,129
13,87.5,27.9,32.4,63.4,72.9,90.8,92.3,2.48,129
14,84.8,28.4,32.2,65.6,73.4,91.2,88.9,2.54,129
15,95.0,28.6,30.6,66.4,72.6,89.3,91.7,2.44,129
16,92.9,28.7,30.4,65.4,70.7,87.6,93.2,2.56,129
17,90.4,29.2,30.6,65.9,68.6,82.9,92.9,2.49,129
18,90.0,29.2,29.6,66.7,67.9,84.5,96.8,2.49,129
19,87.7,28.7,29.5,66.1,70.7,83.5,94.2,2.51,129
20,86.4,28.1,27.3,74.0,71.9,83.3,94.3,2.58,129
21,85.9,28.1,26.9,71.6,72.7,79.6,92.3,2.54,129
22,85.6,28.5,28.5,72.4,72.9,79.4,91.2,2.39,129
23,84.3,27.3,25.3,74.5,73.5,82.3,94.6,2.39,129
0,82.9,26.2,25.0,75.3,73.7,85.5,95.0,2.37,130
1,82.0,25.5,24.6,80.5,70.9,87.0,94.8,2.31,130
2,80.9,26.4,24.1,79.2,71.1,88.8,97.2,2.3,130
3,80.3,25.2,25.1,78.1,71.3,88.2,98.9,2.26,130
4,80.0,25.3,23.5,78.5,70.9,84.9,101.5,2.21,130
5,79.3,24.9,24.9,77.7,69.2,85.1,100.6,2.25,130
6,88.5,25.0,24.3,80.2,67.4,83.5,97.9,2.26,130
7,86.3,25.6,26.6,73.4,65.7,83.6,97.4,2.41,130
8,83.7,25.4,27.1,73.5,66.5,83.9,95.3,2.34,130
9,81.8,25.4,28.6,71.5,67.3,84.9,93.1,2.23,130
10,79.3,25.7,29.9,68.7,68.2,87.5,91.5,2.21,130
11,77.2,26.0,31.5,66.3,65.7,84.3,87.8,2.12,130
12,88.0,27.5,30.8,64.2,65.9,80.4,87.5,2.06,130
13,85.9,28.0,31.2,59.8,65.2,82.8,88.5,2.12,130
14,82.4,27.8,33.5,64.1,64.8,83.4,92.2,2.22,130
15,91.6,28.6,32.1,63.8,67.2,83.1,93.2,2.13,130
16,89.6,28.4,30.9,63.2,69.9,80.6,91.7,2.15,130
17,86.7,28.7,31.2,69.3,68.1,82.3,96.4,1.86,130
18,86.0,29.0,30.0,70.3,67.9,82.7,98.5,1.96,130
19,85.3,28.0,27.4,68.9,65.7,80.8,100.5,1.91,130
20,84.5,28.3,28.5,71.8,65.5,75.8,102.8,1.97,130
21,83.7,27.7,27.5,72.8,66.2,74.7,104.7,1.91,130
22,82.9,27.9,27.0,71.1,65.8,76.3,104.4,2.11,130
23,82.6,27.4,25.4,75.2,65.5,72.3,106.0,2.19,130
0,81.8,27.0,25.1,78.9,66.6,73.6,106.5,2.17,131
1,80.9,25.9,25.7,78.3,66.4,75.7,107.9,2.35,131
2,79.9,25.4,24.2,77.5,66.7,73.5,106.5,2.39,131
3,78.4,26.3,23.7,81.9,69.9,75.8,107.6,2.32,131
4,75.7,25.3,24.3,80.6,70.4,78.5,108.1,2.39,131
5,73.7,24.7,23.9,77.4,68.5,79.3,104.7,2.42,131
6,83.4,24.8,25.8,77.1,68.9,80.6,95.0,2.4,131
7,81.3,25.5,25.9,75.2,71.0,82.6,96.3,2.52,131
8,79.2,24.7,27.6,71.6,69.4,86.2,95.0,2.41,131
9,78.6,25.8,28.1,72.0,65.0,86.1,97.8,2.46,131
10,75.8,25.2,29.0,67.0,64.0,89.0,93.3,2.67,131
11,74.8,27.5,31.6,66.1,64.9,85.0,94.8,2.77,131
12,85.3,27.4,32.0,67.7,66.1,89.9,96.0,2.82,131
13,83.8,27.8,32.5,62.8,65.6,89.1,97.7,2.96,131
14,81.3,28.1,32.5,62.2,64.3,87.6,96.7,2.91,131
15,90.9,28.1,30.5,64.7,64.2,89.7,99.4,2.77,131
16,87.9,28.8,31.3,64.7,66.1,86.4,100.0,2.4,131
17,86.6,28.6,29.1,66.0,64.8,89.1,98.1,2.53,131
18,85.3,29.0,30.4,66.4,62.8,90.7,98.4,2.52,131
19,83.8,28.6,28.4,66.7,60.8,93.4,96.6,2.48,131
20,83.4,28.3,28.8,70.5,62.8,92.9,96.7,2.53,131
21,82.1,28.2,28.2,70.5,64.5,92.8,98.5,2.43,131
22,80.8,28.1,26.3,72.5,66.2,93.2,100.4,2.36,131
23,79.3,26.9,26.0,81.1,69.2,88.3,102.1,2.34,131
0,78.9,26.3,26.3,81.7,68.4,90.2,104.4,2.15,132
1,77.8,26.5,23.4,82.8,70.6,90.3,103.4,2.16,132
2,75.5,25.6,24.9,78.8,72.2,90.4,105.3,2.21,132
3,74.8,24.9,24.2,77.8,72.9,86.9,103.1,2.08,132
4,73.9,24.9,24.8,81.0,75.6,86.6,104.7,2.1,132
5,73.5,25.9,22.9,77.7,73.0,83.1,104.8,2.13,132
6,84.7,25.3,24.9,77.6,74.1,85.9,107.7,2.14,132
7,83.6,25.0,26.9,74.3,75.2,87.1,109.5,2.27,132
8,81.3,24.8,28.4,75.0,73.7,88.0,109.0,2.24,132
9,79.3,25.9,28.1,70.4,74.0,84.9,111.5,2.2,132
10,78.1,26.0,29.8,68.6,76.1,85.5,112.7,2.16,132
11,76.1,25.9,32.5,64.8,76.7,85.5,109.7,2.01,132
12,86.2,26.4,30.6,64.1,76.5,84.9,108.4,2.12,132
13,84.4,27.5,32.0,60.7,75.6,85.4,106.8,1.96,132
14,82.2,28.7,32.1,64.0,79.2,84.9,104.7,1.88,132
15,92.5,28.2,31.8,64.1,80.2,85.4,108.1,1.97,132
16,90.7,28.4,30.5,66.3,76.5,87.8,106.5,1.94,132
17,88.3,29.4,31.4,65.8,77.2,85.8,103.5,2.07,132
18,86.5,29.7,30.7,66.2,78.7,85.3,109.5,2.03,132
19,85.4,27.8,30.7,69.7,77.7,83.5,114.8,2.1,132
20,85.6,27.9,27.8,73.8,79.4,84.4,113.2,2.13,132
21,83.5,27.9,27.2,72.6,81.6,83.6,108.4,2.2,132
22,83.5,27.3,27.6,77.7,78.1,80.8,110.6,2.24,132
23,83.4,27.1,27.5,71.5,79.0,80.8,109.6,2.22,132
0,81.8,25.9,25.3,75.8,77.2,82.0,108.2,2.49,133
1,81.6,26.1,23.5,78.0,77.6,87.8,110.4,2.46,133
2,80.6,26.0,24.2,76.9,75.1,89.9,107.1,2.54,133
3,80.1,25.1,24.9,74.9,76.5,94.1,103.7,2.32,133
4,80.7,25.5,24.5,80.1,76.1,96.7,102.1,2.24,133
5,79.5,24.7,25.1,77.7,72.9,96.4,102.2,2.25,133
6,90.1,24.7,26.5,76.7,76.9,96.2,99.8,2.35,133
7,88.2,25.7,25.7,75.7,78.5,95.7,100.1,2.38,133
8,86.1,24.5,26.6,73.0,76.8,94.9,103.2,2.29,133
9,83.4,26.1,27.7,69.5,78.0,96.9,102.0,2.32,133
10,81.4,25.3,29.9,69.1,75.0,98.5,102.0,2.09,133
11,78.6,26.5,31.9,64.5,73.4,95.9,104.5,2.17,133
12,88.6,27.4,33.1,66.5,76.2,98.4,103.8,2.07,133
13,86.4,28.4,32.2,66.2,71.7,98.9,105.3,2.01,133
14,84.8,28.0,31.9,61.3,67.9,98.7,105.8,1.98,133
15,95.0,29.2,31.5,63.1,67.7,97.4,103.4,2.08,133
16,93.0,29.4,32.2,67.2,69.8,98.6,101.4,2.03,133
17,91.6,29.3,30.1,64.4,69.1,95.1,105.2,2.14,133
18,89.9,28.1,29.9,67.0,71.0,95.5,108.4,2.1,133
19,88.4,28.8,29.2,69.8,72.7,96.7,108.3,2.08,133
20,87.9,28.5,28.4,73.0,75.6,95.9,107.0,2.06,133
21,86.4,27.8,29.0,74.9,72.5,95.1,110.9,2.19,133
22,86.1,28.3,26.1,74.2,70.8,93.7,106.4,1.93,133
